"x","y"
0.55211582457575,0.777507562417583
0.546133073865249,0.777088800859378
0.543762143321189,0.780779624779242
0.547949760905504,0.783960652019541
0.552888686350517,0.781872046235436
0.545926772116606,0.769400234610507
0.545255521650876,0.768674554643178
0.534041328090572,0.767803218481688
0.532566424544342,0.780298439137817
0.616521998848418,0.772677498979106
0.611967964725483,0.769366421565446
0.604719691347963,0.76879420080266
0.554523704686724,0.773213305693332
0.632179377830871,0.79483544751565
0.633100037873296,0.791898914601255
0.554240424673684,0.759755713754371
0.53385350112543,0.767589936197385
0.512983154076588,0.769361219558506
0.494622298447801,0.779489527059547
0.518633358684814,0.796536503783151
0.530549594016625,0.734234667734807
0.530411033140674,0.733909542301423
0.528772935673854,0.726369233250193
0.522463797122217,0.722002148428861
0.518550222159279,0.720132026935998
0.513531239319255,0.721427326662633
0.488042196405399,0.775918349299164
0.492882589671988,0.778987533390381
0.575329389993445,0.79977215209627
0.562193818953279,0.795852439871302
0.53392432112869,0.795896656930243
0.520687138779489,0.800274145765435
0.522085064061321,0.809720990358088
0.630362690790615,0.802518811757582
0.603802110436107,0.801681288641153
0.520878044875243,0.818364124879372
0.514270230657677,0.847760666064963
0.578559397968377,0.852814415801622
0.630978516905974,0.845118046542351
0.547669560023032,0.787773723102366
0.57921217365065,0.660355765254225
0.569054121878153,0.66247558307995
0.568293576625705,0.664379517617893
0.567844023561506,0.66747731274725
0.573919148189293,0.670171952339203
0.6153857996656,0.61476017447532
0.59800102842961,0.613860227275689
0.595938010943229,0.61480439153426
0.600390433757128,0.625905474331994
0.612894783029046,0.625005527132363
0.630873826466368,0.581454325078622
0.619598050294511,0.576858351952187
0.613726148284753,0.590513620154651
0.620971342531704,0.60056649855515
0.624136688764558,0.599934454712624
0.624463076605694,0.599596324261899
0.599580622415446,0.588422413367085
0.597951762340376,0.586950245404669
0.584868536520014,0.59125490614278
0.582928684256696,0.597518122491655
0.587091668796372,0.604239115450735
0.601508158156445,0.598340039587265
0.568305893147981,0.599458471078138
0.567914843564766,0.60546939009069
0.579052058860672,0.610054959203264
0.587359553156568,0.608333094908023
0.607176837548128,0.602478236103493
0.619404065068188,0.601913818351126
0.558680530965263,0.592009197148268
0.553806267262373,0.61812067095486
0.559822888409219,0.616143908319836
0.581333694617971,0.560594277272173
0.561953646768291,0.550645439010374
0.559588874485413,0.566826281579428
0.559622744921714,0.567122795974691
0.599688391985621,0.577206886416772
0.671013372664103,0.7269934740823
0.668965750830567,0.716305950835833
0.646876068073414,0.715413806646602
0.645690602801406,0.784956836347453
0.658838490363847,0.77884968020662
0.606801183617801,0.636814082873164
0.598333574531884,0.62985379759512
0.598118035391535,0.629973443754602
0.593092894290374,0.638013145471518
0.59761305797692,0.646775926152303
0.600827670299008,0.645441611373667
0.620592609470765,0.638582765230825
0.624001207019175,0.636733451765683
0.623982732235718,0.63308684490476
0.615265713573106,0.646344159576758
0.574873678668063,0.670996470438292
0.560577275400529,0.670205765384283
0.560614224967443,0.671022480472972
0.56596883304031,0.676221886403774
0.569771559302504,0.676481986750497
0.559327148386355,0.65991359466482
0.558862199669311,0.669318823201992
