"x","y"
0.55211582457575,0.222492437582417
0.546133073865249,0.222911199140622
0.543762143321189,0.219220375220758
0.547949760905504,0.216039347980459
0.552888686350517,0.218127953764564
0.545926772116606,0.230599765389493
0.545255521650876,0.231325445356822
0.534041328090572,0.232196781518312
0.532566424544342,0.219701560862183
0.616521998848418,0.227322501020894
0.611967964725483,0.230633578434554
0.604719691347963,0.23120579919734
0.554523704686724,0.226786694306668
0.632179377830871,0.20516455248435
0.633100037873296,0.208101085398745
0.554240424673684,0.240244286245629
0.53385350112543,0.232410063802615
0.512983154076588,0.230638780441494
0.494622298447801,0.220510472940453
0.518633358684814,0.203463496216849
0.530549594016625,0.265765332265193
0.530411033140674,0.266090457698577
0.528772935673854,0.273630766749808
0.522463797122217,0.277997851571139
0.518550222159279,0.279867973064002
0.513531239319255,0.278572673337367
0.488042196405399,0.224081650700836
0.492882589671988,0.221012466609619
0.575329389993445,0.20022784790373
0.562193818953279,0.204147560128698
0.53392432112869,0.204103343069757
0.520687138779489,0.199725854234565
0.522085064061321,0.190279009641913
0.630362690790615,0.197481188242418
0.603802110436107,0.198318711358847
0.520878044875243,0.181635875120628
0.514270230657677,0.152239333935037
0.578559397968377,0.147185584198378
0.630978516905974,0.154881953457649
0.547669560023032,0.212226276897633
0.57921217365065,0.339644234745775
0.569054121878153,0.33752441692005
0.568293576625705,0.335620482382107
0.567844023561506,0.33252268725275
0.573919148189293,0.329828047660797
0.6153857996656,0.38523982552468
0.59800102842961,0.386139772724311
0.595938010943229,0.38519560846574
0.600390433757128,0.374094525668006
0.612894783029046,0.374994472867637
0.630873826466368,0.418545674921378
0.619598050294511,0.423141648047813
0.613726148284753,0.409486379845349
0.620971342531704,0.39943350144485
0.624136688764558,0.400065545287376
0.624463076605694,0.400403675738101
0.599580622415446,0.411577586632915
0.597951762340376,0.413049754595331
0.584868536520014,0.40874509385722
0.582928684256696,0.402481877508345
0.587091668796372,0.395760884549265
0.601508158156445,0.401659960412735
0.568305893147981,0.400541528921862
0.567914843564766,0.39453060990931
0.579052058860672,0.389945040796736
0.587359553156568,0.391666905091977
0.607176837548128,0.397521763896507
0.619404065068188,0.398086181648874
0.558680530965263,0.407990802851732
0.553806267262373,0.38187932904514
0.559822888409219,0.383856091680164
0.581333694617971,0.439405722727827
0.561953646768291,0.449354560989626
0.559588874485413,0.433173718420572
0.559622744921714,0.432877204025309
0.599688391985621,0.422793113583228
0.671013372664103,0.2730065259177
