"x","y"
0.55211582457575,0.226826267440722
0.546133073865249,0.227242414999922
0.543762143321189,0.223574629990543
0.547949760905504,0.220413459401072
0.552888686350517,0.222489027662189
0.545926772116606,0.234882987577619
0.545255521650876,0.235604137695741
0.534041328090572,0.236470034790978
0.532566424544342,0.224052811968516
0.616521998848418,0.231626180592539
0.613350494354427,0.233918869319331
0.596870987507973,0.234800275019257
0.554523704686724,0.231093718498157
0.632179377830871,0.209606546699001
0.633100037873296,0.212524749148323
0.552171248926165,0.242425338992265
0.53385350112543,0.236681985721751
0.519446249157065,0.235467145020969
0.510054900898154,0.213969634152026
0.518633358684814,0.207916108787707
0.530549594016625,0.269829043480969
0.530411033140674,0.27015213941202
0.515187811569533,0.239380482937957
0.528772935673854,0.277645380245141
0.522463797122217,0.281985204791134
0.518550222159279,0.283843652586577
0.513531239319255,0.282556438397237
0.500786717862349,0.255480999374487
0.50558708243141,0.239333957123892
0.547176899130737,0.25202775006334
0.575329389993445,0.204700658081807
0.562193818953279,0.208595902626647
0.53392432112869,0.208551961580023
0.520687138779489,0.204201797964244
0.522085064061321,0.194813922591383
0.630362690790615,0.201971143656206
0.603802110436107,0.202803438774625
0.526712997318085,0.187393055246821
0.55493322905344,0.163460693441412
0.630803006463108,0.17172677974164
0.547669560023032,0.216624190321609
0.57921217365065,0.343246778087391
0.569054121878153,0.341140192616879
0.568293576625705,0.339248142844599
0.568118066182839,0.338051395515947
0.575868237844361,0.337082107722774
0.6153857996656,0.388557751459101
0.59800102842961,0.389452080996273
0.595938010943229,0.388513810412477
0.600390433757128,0.377482022942406
0.612894783029046,0.378376352479578
0.630873826466368,0.421655698636793
0.619598050294511,0.426222982718247
0.613726148284753,0.412652953613774
0.620971342531704,0.402662827425415
0.624136688764558,0.403290925915406
0.624463076605694,0.403626945683704
0.599580622415446,0.414731106642334
0.597951762340376,0.416194085018186
0.584868536520014,0.411916294890965
0.582928684256696,0.405692174875036
0.587091668796372,0.399013135788185
0.601508158156445,0.404875388361323
0.568305893147981,0.403763938358476
0.567914843564766,0.397790540785059
0.579052058860672,0.393233595773392
0.587359553156568,0.394944711824276
0.607176837548128,0.400763023350791
0.619404065068188,0.401323917887108
0.558680530965263,0.41116671233089
0.553806267262373,0.385218231915675
0.559822888409219,0.387182655176514
0.581333694617971,0.442385533573549
0.561953646768291,0.452272269063955
0.559588874485413,0.436192430767015
0.559622744921714,0.43589776727788
