1026;2014-04-06_20-40-22.264;;38.828936;-77.123329;36.0;15.0;0.045;9.007;3.281;
1083;2014-04-06_20-40-25.675;;38.828936;-77.123329;36.0;15.0;0.045;9.007;3.281;
1140;2014-04-06_20-40-29.086;;38.828936;-77.123329;36.0;14.0;-0.899;9.061;2.98;
1197;2014-04-06_20-40-32.509;;38.828936;-77.123330;36.0;14.0;-0.523;8.865;2.619;
1254;2014-04-06_20-40-35.936;;38.828936;-77.123330;36.0;14.0;9.934;-0.348;1.556;
1311;2014-04-06_20-40-39.355;;38.828937;-77.123330;36.0;14.0;9.725;-0.192;2.049;
1367;2014-04-06_20-40-42.720;;38.828937;-77.123330;36.0;14.0;10.593;-0.424;3.59;
1423;2014-04-06_20-40-46.085;;38.828937;-77.123330;36.0;14.0;9.865;-0.59;1.842;
1479;2014-04-06_20-40-49.446;;38.828937;-77.123330;36.0;14.0;9.865;-0.59;1.842;
1536;2014-04-06_20-40-52.871;;38.828937;-77.123330;36.0;19.0;9.686;-0.084;2.436;
1593;2014-04-06_20-40-56.294;;38.828937;-77.123330;36.0;16.0;9.638;-0.41;2.204;
1650;2014-04-06_20-40-59.715;;38.828937;-77.123330;36.0;17.0;10.09;0.32;1.452;
1706;2014-04-06_20-41-03.079;;38.828937;-77.123330;36.0;18.0;9.659;-0.416;2.6;
